ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary
1904,9869128,2,17,16.1,0,0,0,,0,1,YASH PANDYA st †JAYESH PATEL b Maulik Patel (26r 33b 3x4s 0x6s SR: 78.79),,Stumped,12836924,,,[],"Maulik Patel to YASH PANDYA, OUT Stumped"
1903,9869128,2,16,16.0,0,4,1,,0,0,,,,0,,,[],"Dhaval Bevan to Ghanshyam, FOUR,  to Wide long-off"
1902,9869128,2,16,15.5,0,0,0,,0,1,Devang Upadhyay b Dhaval Bevan (7r 8b 1x4s 0x6s SR: 87.50),,Bowled,10928380,,,[],"Dhaval Bevan to Devang Upadhyay, OUT Bowled"
1901,9869128,2,16,15.4,0,0,0,,0,0,,,,0,,,[],"Dhaval Bevan to Devang Upadhyay, no run"
1900,9869128,2,16,15.3,0,1,0,,0,0,,,,0,,,[],"Dhaval Bevan to YASH PANDYA, 1 run"
1899,9869128,2,16,15.2,0,1,0,,0,0,,,,0,,,[],"Dhaval Bevan to Devang Upadhyay, 1 run"
1898,9869128,2,16,15.1,0,4,1,,0,0,,,,0,,,[],"Dhaval Bevan to Devang Upadhyay, FOUR,  to Deep extra cover"
1897,9869128,2,15,15.0,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1896,9869128,2,15,14.5,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1895,9869128,2,15,14.4,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1894,9869128,2,15,14.3,0,1,0,,0,0,,,,0,,,[],"Nitesh to Devang Upadhyay, 1 run"
1893,9869128,2,15,14.2,0,0,0,,0,0,,,,0,,,[],"Nitesh to Devang Upadhyay, no run"
1892,9869128,2,15,14.1,0,0,0,,0,0,,,,0,,,[],"Nitesh to Devang Upadhyay, no run"
1891,9869128,2,14,14.0,0,1,0,,0,0,,,,0,,,[],"Dhaval Bevan to Devang Upadhyay, 1 run"
1890,9869128,2,14,13.5,0,0,0,,0,1,Juned Shaikh b Dhaval Bevan (0r 2b 0x4s 0x6s SR: 0.00),,Bowled,6615836,,,[],"Dhaval Bevan to Juned Shaikh, OUT Bowled"
1889,9869128,2,14,13.4,0,0,0,,0,0,,,,0,,,[],"Dhaval Bevan to Juned Shaikh, no run"
1888,9869128,2,14,13.3,0,0,0,,0,1,SM Nisarta st †JAYESH PATEL b Dhaval Bevan (8r 6b 0x4s 1x6s SR: 133.33),,Stumped,503095,,,[],"Dhaval Bevan to SM Nisarta, OUT Stumped"
1887,9869128,2,14,13.2,0,1,0,,0,0,,,,0,,,[],"Dhaval Bevan to YASH PANDYA, 1 run"
1886,9869128,2,14,13.1,0,4,1,,0,0,,,,0,,,[],"Dhaval Bevan to YASH PANDYA, FOUR,  to Fine leg"
1885,9869128,2,13,13.0,0,1,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, 1 run"
1884,9869128,2,13,12.5,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1883,9869128,2,13,12.4,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1882,9869128,2,13,12.3,0,1,0,,0,0,,,,0,,,[],"Nitesh to SM Nisarta, 1 run"
1881,9869128,2,13,12.2,0,6,1,,0,0,,,,0,,,[],"Nitesh to SM Nisarta, SIX,  to Long-off"
1880,9869128,2,13,12.1,0,0,0,,0,0,,,,0,,,[],"Nitesh to SM Nisarta, no run"
1879,9869128,2,12,12.0,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to SM Nisarta, 1 run"
1878,9869128,2,12,11.5,0,0,0,,0,0,,,,0,,,[],"Maulik Patel to SM Nisarta, no run"
1877,9869128,2,12,11.4,0,0,0,,0,1,Maulik Mak c Dhaval Bevan b Maulik Patel (22r 24b 3x4s 0x6s SR: 91.67),,Caught out,461836,,,[],"Maulik Patel to Maulik Mak, OUT Caught out, Caught at Long-off by Dhaval Bevan"
1876,9869128,2,12,11.3,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to YASH PANDYA, 1 run"
1875,9869128,2,12,11.2,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to Maulik Mak, 1 run"
1874,9869128,2,12,11.1,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to YASH PANDYA, 1 run"
1873,9869128,2,11,11.0,0,1,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, 1 run"
1872,9869128,2,11,10.5,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1871,9869128,2,11,10.4,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1870,9869128,2,11,10.3,0,2,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, 2 runs"
1869,9869128,2,11,10.2,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1868,9869128,2,11,10.1,0,4,1,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, FOUR,  to Fine leg"
1867,9869128,2,10,10.0,0,4,1,,0,0,,,,0,,,[],"Maulik Patel to Maulik Mak, FOUR,  to Deep extra cover"
1866,9869128,2,10,9.5,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to YASH PANDYA, 1 run"
1865,9869128,2,10,9.4,0,2,0,,0,0,,,,0,,,[],"Maulik Patel to YASH PANDYA, 2 runs"
1864,9869128,2,10,9.3,0,0,0,LB,2,0,,,,0,,,[],"Maulik Patel to YASH PANDYA, leg bye, 2 runs"
1863,9869128,2,10,9.2,0,1,0,,0,0,,,,0,,,[],"Maulik Patel to Maulik Mak, 1 run"
1862,9869128,2,10,9.1,0,4,1,,0,0,,,,0,,,[],"Maulik Patel to Maulik Mak, FOUR,  to Fine leg"
1861,9869128,2,9,9.0,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1860,9869128,2,9,8.5,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1859,9869128,2,9,8.4,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1858,9869128,2,9,8.3,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1857,9869128,2,9,8.2,0,0,0,,0,0,,,,0,,,[],"Nitesh to YASH PANDYA, no run"
1856,9869128,2,9,8.1,0,1,0,,0,0,,,,0,,,[],"Nitesh to Maulik Mak, 1 run"
1855,9869128,2,8,8.0,0,0,0,LB,1,0,,,,0,,,[],"Sartaj to Maulik Mak, leg bye, 1 run"
1854,9869128,2,8,7.5,0,1,0,,0,0,,,,0,,,[],"Sartaj to YASH PANDYA, 1 run"
1853,9869128,2,8,7.4,0,4,1,,0,0,,,,0,,,[],"Sartaj to YASH PANDYA, FOUR,  to Deep backward square leg"
1852,9869128,2,8,7.3,0,0,0,,0,0,,,,0,,,[],"Sartaj to YASH PANDYA, no run"
1851,9869128,2,8,7.2,0,0,0,,0,0,,,,0,,,[],"Sartaj to YASH PANDYA, no run"
1850,9869128,2,8,7.1,0,0,0,LB,1,0,,,,0,,,[],"Sartaj to Maulik Mak, leg bye, 1 run"
1849,9869128,2,7,7.0,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, 1 run"
1848,9869128,2,7,6.5,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to YASH PANDYA, 1 run"
1847,9869128,2,7,6.4,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, 1 run"
1846,9869128,2,7,6.3,0,0,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, no run"
1845,9869128,2,7,6.2,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to YASH PANDYA, 1 run"
1844,9869128,2,7,6.1,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, 1 run"
1843,9869128,2,6,6.0,0,0,0,,0,0,,,,0,,,[],"Sartaj to YASH PANDYA, no run"
1842,9869128,2,6,5.5,0,0,0,,0,1,Rajdipsinh Rathod b Sartaj (15r 12b 3x4s 0x6s SR: 125.00),,Bowled,7426459,,,[],"Sartaj to Rajdipsinh Rathod, OUT Bowled"
1841,9869128,2,6,5.4,0,4,1,,0,0,,,,0,,,[],"Sartaj to Rajdipsinh Rathod, FOUR,  to Deep extra cover"
1840,9869128,2,6,5.3,0,4,1,,0,0,,,,0,,,[],"Sartaj to Rajdipsinh Rathod, FOUR,  to Deep point"
1839,9869128,2,6,5.2,0,0,0,,0,0,,,,0,,,[],"Sartaj to Rajdipsinh Rathod, no run"
1838,9869128,2,6,5.1,0,0,0,,0,0,,,,0,,,[],"Sartaj to Rajdipsinh Rathod, no run"
1837,9869128,2,5,5.0,0,0,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, no run"
1836,9869128,2,5,4.5,0,4,1,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, FOUR,  to Deep point"
1835,9869128,2,5,4.5,0,0,0,WD,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, wide"
1834,9869128,2,5,4.4,0,2,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, 2 runs"
1833,9869128,2,5,4.4,0,0,0,WD,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, wide"
1832,9869128,2,5,4.3,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to Rajdipsinh Rathod, 1 run"
1831,9869128,2,5,4.2,0,0,0,,0,0,,,,0,,,[],"Pintu Baria to Rajdipsinh Rathod, no run"
1830,9869128,2,5,4.1,0,1,0,,0,0,,,,0,,,[],"Pintu Baria to Maulik Mak, 1 run"
1829,9869128,2,4,4.0,0,4,1,,0,0,,,,0,,,[],"Rushab Jain to Rajdipsinh Rathod, FOUR,  to Wide long-off"
1828,9869128,2,4,3.5,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Rajdipsinh Rathod, no run"
1827,9869128,2,4,3.4,0,2,0,,0,0,,,,0,,,[],"Rushab Jain to Rajdipsinh Rathod, 2 runs"
1826,9869128,2,4,3.3,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Rajdipsinh Rathod, no run"
1825,9869128,2,4,3.2,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Rajdipsinh Rathod, no run"
1824,9869128,2,4,3.1,0,0,0,,0,1,Kalpesh b Rushab Jain (0r 4b 0x4s 0x6s SR: 0.00),,Bowled,258073,,,[],"Rushab Jain to Kalpesh, OUT Bowled"
1823,9869128,2,3,3.0,0,0,0,,0,0,,,,0,,,[],"Vinay to Maulik Mak, no run"
1822,9869128,2,3,3.0,0,0,0,WD,1,0,,,,0,,,[],"Vinay to Kalpesh, wide, 1 run"
1821,9869128,2,3,2.5,0,0,0,,0,0,,,,0,,,[],"Vinay to Kalpesh, no run"
1820,9869128,2,3,2.4,0,0,0,,0,0,,,,0,,,[],"Vinay to Kalpesh, no run"
1819,9869128,2,3,2.3,0,1,0,,0,0,,,,0,,,[],"Vinay to Maulik Mak, 1 run"
1818,9869128,2,3,2.2,0,0,0,,0,0,,,,0,,,[],"Vinay to Maulik Mak, no run"
1817,9869128,2,3,2.1,0,0,0,LB,1,0,,,,0,,,[],"Vinay to Kalpesh, leg bye, 1 run"
1816,9869128,2,2,2.0,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Maulik Mak, no run"
1815,9869128,2,2,1.5,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Maulik Mak, no run"
1814,9869128,2,2,1.4,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Maulik Mak, no run"
1813,9869128,2,2,1.3,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Maulik Mak, no run"
1812,9869128,2,2,1.2,0,0,0,,0,0,,,,0,,,[],"Rushab Jain to Maulik Mak, no run"
1811,9869128,2,2,1.1,0,0,0,,0,1,Sagar Rajvi c JAYESH PATEL b Rushab Jain (0r 4b 0x4s 0x6s SR: 0.00),,Caught out,29242303,,,[],"Rushab Jain to Sagar Rajvi, OUT Caught out, Caught at Wicket keeper by JAYESH PATEL"
1810,9869128,2,1,1.0,0,0,0,,0,1,Arpit Joshi b Vinay (0r 2b 0x4s 0x6s SR: 0.00),,Bowled,3709119,,,[],"Vinay to Arpit Joshi, OUT Bowled"
1809,9869128,2,1,0.5,0,0,0,,0,0,,,,0,,,[],"Vinay to Arpit Joshi, no run"
1808,9869128,2,1,0.4,0,0,0,,0,1,Harsh j bharvad lbw b Vinay (0r 1b 0x4s 0x6s SR: 0.00),,LBW,15036882,,,[],"Vinay to Harsh j bharvad, OUT LBW"
1807,9869128,2,1,0.4,0,0,0,WD,0,0,,,,0,,,[],"Vinay to Harsh j bharvad, wide"
