ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary,batting_team,bowling_team,file,commentary,Bowler,Batsman,Action
1270,935712,1,2,1.4,0,0,0,WD,1,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, wide, 1 run",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, wide, 1 run",Utkarsh Shrimali,Ajazahmed A Malik,"wide, 1 run"
1269,935712,1,2,1.3,0,0,0,,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, no run",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, no run",Utkarsh Shrimali,Ajazahmed A Malik,no run
1268,935712,1,2,1.3,0,0,0,WD,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, wide",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, wide",Utkarsh Shrimali,Ajazahmed A Malik,wide
1267,935712,1,2,1.2,0,4,1,,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, FOUR,  to Deep backward square leg",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, FOUR,  to Deep backward square leg",Utkarsh Shrimali,Ajazahmed A Malik,"FOUR, to Deep backward square leg"
1266,935712,1,2,1.2,0,0,0,WD,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, wide",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, wide",Utkarsh Shrimali,Ajazahmed A Malik,wide
1265,935712,1,2,1.2,0,0,0,WD,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, wide",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, wide",Utkarsh Shrimali,Ajazahmed A Malik,wide
1264,935712,1,2,1.1,0,4,1,,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, FOUR,  to Fine leg",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, FOUR,  to Fine leg",Utkarsh Shrimali,Ajazahmed A Malik,"FOUR, to Fine leg"
1263,935712,1,2,1.1,0,0,0,WD,0,0,,,,0,,,[],"Utkarsh Shrimali to Ajazahmed A Malik, wide",935712,9841214,4,"Utkarsh Shrimali to Ajazahmed A Malik, wide",Utkarsh Shrimali,Ajazahmed A Malik,wide
1262,935712,1,1,1,0,0,0,,0,0,,,,0,,,[],"Vikash Salat to Ruknuddin  SIR, no run",935712,9841214,4,"Vikash Salat to Ruknuddin  SIR, no run",Vikash Salat,Ruknuddin  SIR,no run
1261,935712,1,1,0.5,0,0,0,,0,0,,,,0,,,[],"Vikash Salat to Ruknuddin  SIR, no run",935712,9841214,4,"Vikash Salat to Ruknuddin  SIR, no run",Vikash Salat,Ruknuddin  SIR,no run
1260,935712,1,1,0.4,0,0,0,,0,0,,,,0,,,[],"Vikash Salat to Ruknuddin  SIR, no run",935712,9841214,4,"Vikash Salat to Ruknuddin  SIR, no run",Vikash Salat,Ruknuddin  SIR,no run
1259,935712,1,1,0.3,0,1,0,,0,0,,,,0,,,[],"Vikash Salat to Ajazahmed A Malik, 1 run",935712,9841214,4,"Vikash Salat to Ajazahmed A Malik, 1 run",Vikash Salat,Ajazahmed A Malik,1 run
1258,935712,1,1,0.2,0,4,1,,0,0,,,,0,,,[],"Vikash Salat to Ajazahmed A Malik, FOUR,  to Third man",935712,9841214,4,"Vikash Salat to Ajazahmed A Malik, FOUR,  to Third man",Vikash Salat,Ajazahmed A Malik,"FOUR, to Third man"
1257,935712,1,1,0.1,0,0,0,,0,0,,,,0,,,[],"Vikash Salat to Ajazahmed A Malik, no run",935712,9841214,4,"Vikash Salat to Ajazahmed A Malik, no run",Vikash Salat,Ajazahmed A Malik,no run
915,86519,1,20,20,0,1,0,,0,0,,,,0,,,[],"Hokla Y to Altafbhai, 1 run",86519,1960525,5,"Hokla Y to Altafbhai, 1 run",Hokla Y,Altafbhai,1 run
914,86519,1,20,19.5,0,1,0,,0,0,,,,0,,,[],"Hokla Y to Yunus Kalandar, 1 run",86519,1960525,5,"Hokla Y to Yunus Kalandar, 1 run",Hokla Y,Yunus Kalandar,1 run
913,86519,1,20,19.4,0,1,0,,0,0,,,,0,,,[],"Hokla Y to Altafbhai, 1 run",86519,1960525,5,"Hokla Y to Altafbhai, 1 run",Hokla Y,Altafbhai,1 run
912,86519,1,20,19.3,0,1,0,,0,0,,,,0,,,[],"Hokla Y to Yunus Kalandar, 1 run",86519,1960525,5,"Hokla Y to Yunus Kalandar, 1 run",Hokla Y,Yunus Kalandar,1 run
911,86519,1,20,19.2,0,1,0,,0,0,,,,0,,,[],"Hokla Y to Altafbhai, 1 run",86519,1960525,5,"Hokla Y to Altafbhai, 1 run",Hokla Y,Altafbhai,1 run
910,86519,1,20,19.1,0,0,0,,0,0,,,,0,,,[],"Hokla Y to Altafbhai, no run",86519,1960525,5,"Hokla Y to Altafbhai, no run",Hokla Y,Altafbhai,no run
909,86519,1,19,19,0,0,0,,0,1,Farook Mora b Babu (21r 24b 1x4s 1x6s SR: 87.50),,Bowled,677069,,,[],"Babu to Farook Mora, OUT Bowled",86519,1960525,5,"Babu to Farook Mora, OUT Bowled",Babu,Farook Mora,OUT Bowled
908,86519,1,19,18.5,0,1,0,,0,0,,,,0,,,[],"Babu to Altafbhai, 1 run",86519,1960525,5,"Babu to Altafbhai, 1 run",Babu,Altafbhai,1 run
907,86519,1,19,18.4,0,0,0,,0,0,,,,0,,,[],"Babu to Altafbhai, no run",86519,1960525,5,"Babu to Altafbhai, no run",Babu,Altafbhai,no run
906,86519,1,19,18.3,0,0,0,LB,1,0,,,,0,,,[],"Babu to Farook Mora, leg bye, 1 run",86519,1960525,5,"Babu to Farook Mora, leg bye, 1 run",Babu,Farook Mora,"leg bye, 1 run"
905,86519,1,19,18.2,0,1,0,,0,0,,,,0,,,[],"Babu to Altafbhai, 1 run",86519,1960525,5,"Babu to Altafbhai, 1 run",Babu,Altafbhai,1 run
904,86519,1,19,18.1,0,0,0,,0,0,,,,0,,,[],"Babu to Altafbhai, no run",86519,1960525,5,"Babu to Altafbhai, no run",Babu,Altafbhai,no run
903,86519,1,18,18,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, no run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, no run",AKASH VADHVANI,Farook Mora,no run
902,86519,1,18,17.5,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, no run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, no run",AKASH VADHVANI,Farook Mora,no run
901,86519,1,18,17.4,0,2,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, 2 runs",86519,1960525,5,"AKASH VADHVANI to Farook Mora, 2 runs",AKASH VADHVANI,Farook Mora,2 runs
900,86519,1,18,17.3,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Altafbhai, 1 run",86519,1960525,5,"AKASH VADHVANI to Altafbhai, 1 run",AKASH VADHVANI,Altafbhai,1 run
899,86519,1,18,17.2,0,2,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Altafbhai, 2 runs",86519,1960525,5,"AKASH VADHVANI to Altafbhai, 2 runs",AKASH VADHVANI,Altafbhai,2 runs
898,86519,1,18,17.1,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Altafbhai, no run",86519,1960525,5,"AKASH VADHVANI to Altafbhai, no run",AKASH VADHVANI,Altafbhai,no run
897,86519,1,17,17,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
896,86519,1,17,16.5,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Altafbhai, 1 run",86519,1960525,5,"Irfan Dolti to Altafbhai, 1 run",Irfan Dolti,Altafbhai,1 run
895,86519,1,17,16.4,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, 1 run",86519,1960525,5,"Irfan Dolti to Farook Mora, 1 run",Irfan Dolti,Farook Mora,1 run
894,86519,1,17,16.3,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
893,86519,1,17,16.2,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Altafbhai, 1 run",86519,1960525,5,"Irfan Dolti to Altafbhai, 1 run",Irfan Dolti,Altafbhai,1 run
892,86519,1,17,16.1,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Altafbhai, no run",86519,1960525,5,"Irfan Dolti to Altafbhai, no run",Irfan Dolti,Altafbhai,no run
891,86519,1,16,16,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, no run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, no run",AKASH VADHVANI,Farook Mora,no run
890,86519,1,16,15.5,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Altafbhai, 1 run",86519,1960525,5,"AKASH VADHVANI to Altafbhai, 1 run",AKASH VADHVANI,Altafbhai,1 run
889,86519,1,16,15.4,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, 1 run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, 1 run",AKASH VADHVANI,Farook Mora,1 run
888,86519,1,16,15.3,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, no run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, no run",AKASH VADHVANI,Farook Mora,no run
887,86519,1,16,15.2,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, no run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, no run",AKASH VADHVANI,Farook Mora,no run
886,86519,1,16,15.1,0,2,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, 2 runs",86519,1960525,5,"AKASH VADHVANI to Farook Mora, 2 runs",AKASH VADHVANI,Farook Mora,2 runs
885,86519,1,15,15,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, 1 run",86519,1960525,5,"Irfan Dolti to Farook Mora, 1 run",Irfan Dolti,Farook Mora,1 run
884,86519,1,15,14.5,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Altafbhai, 1 run",86519,1960525,5,"Irfan Dolti to Altafbhai, 1 run",Irfan Dolti,Altafbhai,1 run
883,86519,1,15,14.4,0,0,0,,0,1,Tayyeb Mamaji lbw b Irfan Dolti (6r 10b 1x4s 0x6s SR: 60.00),,LBW,41286,,,[],"Irfan Dolti to Tayyeb Mamaji, OUT LBW",86519,1960525,5,"Irfan Dolti to Tayyeb Mamaji, OUT LBW",Irfan Dolti,Tayyeb Mamaji,OUT LBW
882,86519,1,15,14.3,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, 1 run",86519,1960525,5,"Irfan Dolti to Farook Mora, 1 run",Irfan Dolti,Farook Mora,1 run
881,86519,1,15,14.2,0,6,1,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, SIX,  to Cow corner",86519,1960525,5,"Irfan Dolti to Farook Mora, SIX,  to Cow corner",Irfan Dolti,Farook Mora,"SIX, to Cow corner"
880,86519,1,15,14.1,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
879,86519,1,14,14,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, 1 run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, 1 run",AKASH VADHVANI,Farook Mora,1 run
878,86519,1,14,13.5,0,0,0,LB,1,0,,,,0,,,[],"AKASH VADHVANI to Tayyeb Mamaji, leg bye, 1 run",86519,1960525,5,"AKASH VADHVANI to Tayyeb Mamaji, leg bye, 1 run",AKASH VADHVANI,Tayyeb Mamaji,"leg bye, 1 run"
877,86519,1,14,13.4,0,4,1,,0,0,,,,0,,,[],"AKASH VADHVANI to Tayyeb Mamaji, FOUR,  to Wide long-off",86519,1960525,5,"AKASH VADHVANI to Tayyeb Mamaji, FOUR,  to Wide long-off",AKASH VADHVANI,Tayyeb Mamaji,"FOUR, to Wide long-off"
876,86519,1,14,13.3,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Tayyeb Mamaji, no run",86519,1960525,5,"AKASH VADHVANI to Tayyeb Mamaji, no run",AKASH VADHVANI,Tayyeb Mamaji,no run
875,86519,1,14,13.2,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Tayyeb Mamaji, no run",86519,1960525,5,"AKASH VADHVANI to Tayyeb Mamaji, no run",AKASH VADHVANI,Tayyeb Mamaji,no run
874,86519,1,14,13.1,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Farook Mora, 1 run",86519,1960525,5,"AKASH VADHVANI to Farook Mora, 1 run",AKASH VADHVANI,Farook Mora,1 run
873,86519,1,13,13,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, 1 run",86519,1960525,5,"Irfan Dolti to Farook Mora, 1 run",Irfan Dolti,Farook Mora,1 run
872,86519,1,13,12.5,0,4,1,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, FOUR,  to Deep backward square leg",86519,1960525,5,"Irfan Dolti to Farook Mora, FOUR,  to Deep backward square leg",Irfan Dolti,Farook Mora,"FOUR, to Deep backward square leg"
871,86519,1,13,12.4,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
870,86519,1,13,12.3,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
869,86519,1,13,12.2,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Farook Mora, no run",86519,1960525,5,"Irfan Dolti to Farook Mora, no run",Irfan Dolti,Farook Mora,no run
868,86519,1,13,12.1,0,0,0,,0,1,Firdos Raliya c Babu b Irfan Dolti (51r 35b 9x4s 0x6s SR: 145.71),,Caught out,89077,,,[],"Irfan Dolti to Firdos Raliya, OUT Caught out, Caught at Long-on by Babu",86519,1960525,5,"Irfan Dolti to Firdos Raliya, OUT Caught out, Caught at Long-on by Babu",Irfan Dolti,Firdos Raliya,"OUT Caught out, Caught at Long-on by Babu"
867,86519,1,12,12,0,0,0,,0,0,,,,0,,,[],"Babu to Tayyeb Mamaji, no run",86519,1960525,5,"Babu to Tayyeb Mamaji, no run",Babu,Tayyeb Mamaji,no run
866,86519,1,12,11.5,0,0,0,,0,0,,,,0,,,[],"Babu to Tayyeb Mamaji, no run",86519,1960525,5,"Babu to Tayyeb Mamaji, no run",Babu,Tayyeb Mamaji,no run
865,86519,1,12,11.4,0,1,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, 1 run",86519,1960525,5,"Babu to Firdos Raliya, 1 run",Babu,Firdos Raliya,1 run
864,86519,1,12,11.3,0,4,1,,0,0,,,,0,,,[],"Babu to Firdos Raliya, FOUR,  to Fine leg",86519,1960525,5,"Babu to Firdos Raliya, FOUR,  to Fine leg",Babu,Firdos Raliya,"FOUR, to Fine leg"
863,86519,1,12,11.2,0,1,0,,0,0,,,,0,,,[],"Babu to Tayyeb Mamaji, 1 run",86519,1960525,5,"Babu to Tayyeb Mamaji, 1 run",Babu,Tayyeb Mamaji,1 run
862,86519,1,12,11.1,0,0,0,,0,0,,,,0,,,[],"Babu to Tayyeb Mamaji, no run",86519,1960525,5,"Babu to Tayyeb Mamaji, no run",Babu,Tayyeb Mamaji,no run
861,86519,1,11,11,0,4,1,,0,0,,,,0,,,[],"Irfan Dolti to Firdos Raliya, FOUR,  to Deep mid wicket",86519,1960525,5,"Irfan Dolti to Firdos Raliya, FOUR,  to Deep mid wicket",Irfan Dolti,Firdos Raliya,"FOUR, to Deep mid wicket"
860,86519,1,11,11,0,4,1,NB,0,0,,,,0,,,[],"Irfan Dolti to Firdos Raliya, (no ball), FOUR,  to Wide long-on",86519,1960525,5,"Irfan Dolti to Firdos Raliya, (no ball), FOUR,  to Wide long-on",Irfan Dolti,Firdos Raliya,"(no ball), FOUR, to Wide long-on"
859,86519,1,11,10.5,0,1,0,,0,0,,,,0,,,[],"Irfan Dolti to Tayyeb Mamaji, 1 run",86519,1960525,5,"Irfan Dolti to Tayyeb Mamaji, 1 run",Irfan Dolti,Tayyeb Mamaji,1 run
858,86519,1,11,10.4,0,0,0,,0,1,Soheb Bhamedi c Hokla Y b Irfan Dolti (0r 2b 0x4s 0x6s SR: 0.00),,Caught out,704062,,,[],"Irfan Dolti to Soheb Bhamedi, OUT Caught out, Caught at Long-off by Hokla Y",86519,1960525,5,"Irfan Dolti to Soheb Bhamedi, OUT Caught out, Caught at Long-off by Hokla Y",Irfan Dolti,Soheb Bhamedi,"OUT Caught out, Caught at Long-off by Hokla Y"
857,86519,1,11,10.3,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Soheb Bhamedi, no run",86519,1960525,5,"Irfan Dolti to Soheb Bhamedi, no run",Irfan Dolti,Soheb Bhamedi,no run
856,86519,1,11,10.3,0,0,0,WD,0,0,,,,0,,,[],"Irfan Dolti to Soheb Bhamedi, wide",86519,1960525,5,"Irfan Dolti to Soheb Bhamedi, wide",Irfan Dolti,Soheb Bhamedi,wide
855,86519,1,11,10.3,0,0,0,WD,0,0,,,,0,,,[],"Irfan Dolti to Soheb Bhamedi, wide",86519,1960525,5,"Irfan Dolti to Soheb Bhamedi, wide",Irfan Dolti,Soheb Bhamedi,wide
854,86519,1,11,10.2,0,0,0,,0,1,Irfan samol b Irfan Dolti (6r 5b 1x4s 0x6s SR: 120.00),,Bowled,575147,,,[],"Irfan Dolti to Irfan samol, OUT Bowled",86519,1960525,5,"Irfan Dolti to Irfan samol, OUT Bowled",Irfan Dolti,Irfan samol,OUT Bowled
853,86519,1,11,10.1,0,0,0,,0,0,,,,0,,,[],"Irfan Dolti to Irfan samol, no run",86519,1960525,5,"Irfan Dolti to Irfan samol, no run",Irfan Dolti,Irfan samol,no run
852,86519,1,11,10.1,0,0,0,WD,0,0,,,,0,,,[],"Irfan Dolti to Irfan samol, wide",86519,1960525,5,"Irfan Dolti to Irfan samol, wide",Irfan Dolti,Irfan samol,wide
851,86519,1,10,10,0,0,0,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, no run",86519,1960525,5,"Ravi Patel to Firdos Raliya, no run",Ravi Patel,Firdos Raliya,no run
850,86519,1,10,9.5,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Irfan samol, 1 run",86519,1960525,5,"Ravi Patel to Irfan samol, 1 run",Ravi Patel,Irfan samol,1 run
849,86519,1,10,9.4,0,4,1,,0,0,,,,0,,,[],"Ravi Patel to Irfan samol, FOUR,  to Deep mid wicket",86519,1960525,5,"Ravi Patel to Irfan samol, FOUR,  to Deep mid wicket",Ravi Patel,Irfan samol,"FOUR, to Deep mid wicket"
848,86519,1,10,9.3,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, 1 run",86519,1960525,5,"Ravi Patel to Firdos Raliya, 1 run",Ravi Patel,Firdos Raliya,1 run
847,86519,1,10,9.2,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Irfan samol, 1 run",86519,1960525,5,"Ravi Patel to Irfan samol, 1 run",Ravi Patel,Irfan samol,1 run
846,86519,1,10,9.1,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, 1 run",86519,1960525,5,"Ravi Patel to Firdos Raliya, 1 run",Ravi Patel,Firdos Raliya,1 run
845,86519,1,9,9,0,0,0,,0,1,Sohel Kalandar run out Sufiyan Ansari / Sohel Belim (16r 12b 3x4s 0x6s SR: 133.33),,Run out,529531,,,[],"Babu to Sohel Kalandar, OUT Run out, Throw from Backward Point by Sufiyan Ansari",86519,1960525,5,"Babu to Sohel Kalandar, OUT Run out, Throw from Backward Point by Sufiyan Ansari",Babu,Sohel Kalandar,"OUT Run out, Throw from Backward Point by Sufiyan Ansari"
844,86519,1,9,8.5,0,0,0,,0,0,,,,0,,,[],"Babu to Sohel Kalandar, no run",86519,1960525,5,"Babu to Sohel Kalandar, no run",Babu,Sohel Kalandar,no run
843,86519,1,9,8.4,0,4,1,,0,0,,,,0,,,[],"Babu to Sohel Kalandar, FOUR,  to Deep extra cover",86519,1960525,5,"Babu to Sohel Kalandar, FOUR,  to Deep extra cover",Babu,Sohel Kalandar,"FOUR, to Deep extra cover"
842,86519,1,9,8.3,0,1,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, 1 run",86519,1960525,5,"Babu to Firdos Raliya, 1 run",Babu,Firdos Raliya,1 run
841,86519,1,9,8.2,0,0,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, no run",86519,1960525,5,"Babu to Firdos Raliya, no run",Babu,Firdos Raliya,no run
840,86519,1,9,8.1,0,0,0,LB,1,0,,,,0,,,[],"Babu to Sohel Kalandar, leg bye, 1 run",86519,1960525,5,"Babu to Sohel Kalandar, leg bye, 1 run",Babu,Sohel Kalandar,"leg bye, 1 run"
839,86519,1,8,8,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Sohel Kalandar, 1 run",86519,1960525,5,"Ravi Patel to Sohel Kalandar, 1 run",Ravi Patel,Sohel Kalandar,1 run
838,86519,1,8,7.5,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, 1 run",86519,1960525,5,"Ravi Patel to Firdos Raliya, 1 run",Ravi Patel,Firdos Raliya,1 run
837,86519,1,8,7.4,0,4,1,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, FOUR,  to Cow corner",86519,1960525,5,"Ravi Patel to Firdos Raliya, FOUR,  to Cow corner",Ravi Patel,Firdos Raliya,"FOUR, to Cow corner"
836,86519,1,8,7.3,0,2,0,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, 2 runs",86519,1960525,5,"Ravi Patel to Firdos Raliya, 2 runs",Ravi Patel,Firdos Raliya,2 runs
835,86519,1,8,7.2,0,4,1,,0,0,,,,0,,,[],"Ravi Patel to Firdos Raliya, FOUR,  to Deep backward point",86519,1960525,5,"Ravi Patel to Firdos Raliya, FOUR,  to Deep backward point",Ravi Patel,Firdos Raliya,"FOUR, to Deep backward point"
834,86519,1,8,7.1,0,1,0,,0,0,,,,0,,,[],"Ravi Patel to Sohel Kalandar, 1 run",86519,1960525,5,"Ravi Patel to Sohel Kalandar, 1 run",Ravi Patel,Sohel Kalandar,1 run
833,86519,1,7,7,0,0,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, no run",86519,1960525,5,"Babu to Firdos Raliya, no run",Babu,Firdos Raliya,no run
832,86519,1,7,6.5,0,1,0,,0,0,,,,0,,,[],"Babu to Sohel Kalandar, 1 run",86519,1960525,5,"Babu to Sohel Kalandar, 1 run",Babu,Sohel Kalandar,1 run
831,86519,1,7,6.5,0,0,0,WD,2,0,,,,0,,,[],"Babu to Sohel Kalandar, wide, 2 runs",86519,1960525,5,"Babu to Sohel Kalandar, wide, 2 runs",Babu,Sohel Kalandar,"wide, 2 runs"
830,86519,1,7,6.4,0,1,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, 1 run",86519,1960525,5,"Babu to Firdos Raliya, 1 run",Babu,Firdos Raliya,1 run
829,86519,1,7,6.3,0,1,0,,0,0,,,,0,,,[],"Babu to Sohel Kalandar, 1 run",86519,1960525,5,"Babu to Sohel Kalandar, 1 run",Babu,Sohel Kalandar,1 run
828,86519,1,7,6.2,0,4,1,,0,0,,,,0,,,[],"Babu to Sohel Kalandar, FOUR,  to Deep backward point",86519,1960525,5,"Babu to Sohel Kalandar, FOUR,  to Deep backward point",Babu,Sohel Kalandar,"FOUR, to Deep backward point"
827,86519,1,7,6.1,0,1,0,,0,0,,,,0,,,[],"Babu to Firdos Raliya, 1 run",86519,1960525,5,"Babu to Firdos Raliya, 1 run",Babu,Firdos Raliya,1 run
826,86519,1,6,6,0,0,0,LB,5,0,,,,0,,,[],"Bilal..Khan to Firdos Raliya, leg bye, 5 runs",86519,1960525,5,"Bilal..Khan to Firdos Raliya, leg bye, 5 runs",Bilal..Khan,Firdos Raliya,"leg bye, 5 runs"
825,86519,1,6,5.5,0,0,0,LB,1,0,,,,0,,,[],"Bilal..Khan to Sohel Kalandar, leg bye, 1 run",86519,1960525,5,"Bilal..Khan to Sohel Kalandar, leg bye, 1 run",Bilal..Khan,Sohel Kalandar,"leg bye, 1 run"
824,86519,1,6,5.4,0,4,1,,0,0,,,,0,,,[],"Bilal..Khan to Sohel Kalandar, FOUR,  to Long-off",86519,1960525,5,"Bilal..Khan to Sohel Kalandar, FOUR,  to Long-off",Bilal..Khan,Sohel Kalandar,"FOUR, to Long-off"
823,86519,1,6,5.4,0,0,0,WD,0,0,,,,0,,,[],"Bilal..Khan to Sohel Kalandar, wide",86519,1960525,5,"Bilal..Khan to Sohel Kalandar, wide",Bilal..Khan,Sohel Kalandar,wide
822,86519,1,6,5.3,0,0,0,,0,0,,,,0,,,[],"Bilal..Khan to Sohel Kalandar, no run",86519,1960525,5,"Bilal..Khan to Sohel Kalandar, no run",Bilal..Khan,Sohel Kalandar,no run
821,86519,1,6,5.2,0,1,0,,0,0,,,,0,,,[],"Bilal..Khan to Firdos Raliya, 1 run",86519,1960525,5,"Bilal..Khan to Firdos Raliya, 1 run",Bilal..Khan,Firdos Raliya,1 run
820,86519,1,6,5.2,0,0,0,WD,0,0,,,,0,,,[],"Bilal..Khan to Firdos Raliya, wide",86519,1960525,5,"Bilal..Khan to Firdos Raliya, wide",Bilal..Khan,Firdos Raliya,wide
819,86519,1,6,5.1,0,0,0,,0,0,,,,0,,,[],"Bilal..Khan to Firdos Raliya, no run",86519,1960525,5,"Bilal..Khan to Firdos Raliya, no run",Bilal..Khan,Firdos Raliya,no run
818,86519,1,5,5,0,0,0,,0,1,Aamir Sahebkha c Sohel Belim b AKASH VADHVANI (5r 6b 1x4s 0x6s SR: 83.33),,Caught out,366993,,,[],"AKASH VADHVANI to Aamir Sahebkha, OUT Caught out, Caught by Sohel Belim",86519,1960525,5,"AKASH VADHVANI to Aamir Sahebkha, OUT Caught out, Caught by Sohel Belim",AKASH VADHVANI,Aamir Sahebkha,"OUT Caught out, Caught by Sohel Belim"
817,86519,1,5,4.5,0,0,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Aamir Sahebkha, no run",86519,1960525,5,"AKASH VADHVANI to Aamir Sahebkha, no run",AKASH VADHVANI,Aamir Sahebkha,no run
816,86519,1,5,4.4,0,1,0,,0,0,,,,0,,,[],"AKASH VADHVANI to Firdos Raliya, 1 run",86519,1960525,5,"AKASH VADHVANI to Firdos Raliya, 1 run",AKASH VADHVANI,Firdos Raliya,1 run
815,86519,1,5,4.3,0,0,0,LB,1,0,,,,0,,,[],"AKASH VADHVANI to Aamir Sahebkha, leg bye, 1 run",86519,1960525,5,"AKASH VADHVANI to Aamir Sahebkha, leg bye, 1 run",AKASH VADHVANI,Aamir Sahebkha,"leg bye, 1 run"
814,86519,1,5,4.2,0,4,1,,0,0,,,,0,,,[],"AKASH VADHVANI to Aamir Sahebkha, FOUR,  to Deep backward square leg",86519,1960525,5,"AKASH VADHVANI to Aamir Sahebkha, FOUR,  to Deep backward square leg",AKASH VADHVANI,Aamir Sahebkha,"FOUR, to Deep backward square leg"
