ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary
1682,9735018,1,14,13.2,0,0,0,,0,1,Krishna Machhi b Yash Mishra (0r 1b 0x4s 0x6s SR: 0.00),,Bowled,25311068,,,[],"Yash Mishra to Krishna Machhi, OUT Bowled"
1681,9735018,1,14,13.1,0,0,0,,0,1,Sahil bhoi c Fayzan (Bala) b Yash Mishra (2r 3b 0x4s 0x6s SR: 66.67),,Caught out,9064325,,,[],"Yash Mishra to Sahil bhoi, OUT Caught out, Caught at Long-on by Fayzan (Bala)"
1680,9735018,1,13,13.0,0,0,0,,0,0,,,,0,,,[],"Irfan Andhi to Mohammedfaiz, no run"
1679,9735018,1,13,12.5,0,0,0,,0,0,,,,0,,,[],"Irfan Andhi to Mohammedfaiz, no run"
1678,9735018,1,13,12.4,0,1,0,,0,0,,,,0,,,[],"Irfan Andhi to Sahil bhoi, 1 run"
1677,9735018,1,13,12.3,0,1,0,,0,0,,,,0,,,[],"Irfan Andhi to Mohammedfaiz, 1 run"
1676,9735018,1,13,12.2,0,0,0,,0,0,,,,0,,,[],"Irfan Andhi to Mohammedfaiz, no run"
1675,9735018,1,13,12.1,0,0,0,,0,0,,,,0,,,[],"Irfan Andhi to Mohammedfaiz, no run"
1674,9735018,1,12,12.0,0,1,0,,0,0,,,,0,,,[],"nayak AmiT to Mohammedfaiz, 1 run"
1673,9735018,1,12,11.5,0,0,0,,0,1,Aman Patel b nayak AmiT (8r 11b 1x4s 0x6s SR: 72.73),,Bowled,11214783,,,[],"nayak AmiT to Aman Patel, OUT Bowled"
1672,9735018,1,12,11.4,0,0,0,,0,0,,,,0,,,[],"nayak AmiT to Aman Patel, no run"
1671,9735018,1,12,11.3,0,1,0,,0,0,,,,0,,,[],"nayak AmiT to Sahil bhoi, 1 run"
1670,9735018,1,12,11.2,0,0,0,,0,1,Kimay Vishal Patil st †Smit Soni b nayak AmiT (3r 6b 0x4s 0x6s SR: 50.00),,Stumped,25232614,,,[],"nayak AmiT to Kimay Vishal Patil, OUT Stumped"
1669,9735018,1,12,11.1,0,1,0,,0,0,,,,0,,,[],"nayak AmiT to Aman Patel, 1 run"
1668,9735018,1,11,11.0,0,1,0,,0,0,,,,0,,,[],"Yash Mishra to Aman Patel, 1 run"
1667,9735018,1,11,10.5,0,0,0,,0,0,,,,0,,,[],"Yash Mishra to Aman Patel, no run"
1666,9735018,1,11,10.4,0,1,0,,0,0,,,,0,,,[],"Yash Mishra to Kimay Vishal Patil, 1 run"
1665,9735018,1,11,10.3,0,0,0,,0,0,,,,0,,,[],"Yash Mishra to Kimay Vishal Patil, no run"
1664,9735018,1,11,10.2,0,1,0,,0,0,,,,0,,,[],"Yash Mishra to Aman Patel, 1 run"
1663,9735018,1,11,10.1,0,1,0,,0,0,,,,0,,,[],"Yash Mishra to Kimay Vishal Patil, 1 run"
1662,9735018,1,10,10.0,0,0,0,,0,0,,,,0,,,[],"nayak AmiT to Aman Patel, no run"
1661,9735018,1,10,9.5,0,0,0,,0,0,,,,0,,,[],"nayak AmiT to Aman Patel, no run"
1660,9735018,1,10,9.4,0,1,0,,0,0,,,,0,,,[],"nayak AmiT to Kimay Vishal Patil, 1 run"
1659,9735018,1,10,9.3,0,0,0,,0,0,,,,0,,,[],"nayak AmiT to Kimay Vishal Patil, no run"
