ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary
438,1266727,1,20,20.0,0,2,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Akram Hathila, 2 runs"
437,1266727,1,20,19.5,0,4,1,,0,0,,,,0,,,[],"Almas Bobby 56 to Akram Hathila, FOUR,  to Straight long-off"
436,1266727,1,20,19.4,0,0,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Akram Hathila, no run"
435,1266727,1,20,19.3,0,1,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Shoaib Haji, 1 run"
434,1266727,1,20,19.2,0,0,0,,0,1,Ahmed Husen c Ujef Durga b Almas Bobby 56 (16r 19b 2x4s 0x6s SR: 84.21),,Caught out,2208968,,,[],"Almas Bobby 56 to Ahmed Husen, OUT Caught out, Caught at Extra cover by Ujef Durga"
433,1266727,1,20,19.1,0,1,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Akram Hathila, 1 run"
432,1266727,1,19,19.0,0,1,0,,0,0,,,,0,,,[],"Yunus to Akram Hathila, 1 run"
431,1266727,1,19,18.5,0,1,0,,0,0,,,,0,,,[],"Yunus to Ahmed Husen, 1 run"
430,1266727,1,19,18.4,0,0,0,,0,0,,,,0,,,[],"Yunus to Ahmed Husen, no run"
429,1266727,1,19,18.3,0,0,0,,0,0,,,,0,,,[],"Yunus to Ahmed Husen, no run"
428,1266727,1,19,18.2,0,1,0,,0,0,,,,0,,,[],"Yunus to Akram Hathila, 1 run"
427,1266727,1,19,18.1,0,0,0,,0,0,,,,0,,,[],"Yunus to Akram Hathila, no run"
426,1266727,1,18,18.0,0,0,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Ahmed Husen, no run"
425,1266727,1,18,17.5,0,0,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Ahmed Husen, no run"
424,1266727,1,18,17.4,0,4,1,,0,0,,,,0,,,[],"Almas Bobby 56 to Ahmed Husen, FOUR,  to Third man"
423,1266727,1,18,17.3,0,1,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Akram Hathila, 1 run"
422,1266727,1,18,17.2,0,0,0,,0,1,Sohel Dadi c raheman b Almas Bobby 56 (1r 4b 0x4s 0x6s SR: 25.00),,Caught out,8741128,,,[],"Almas Bobby 56 to Sohel Dadi, OUT Caught out, Caught at Wide long-on by raheman"
421,1266727,1,18,17.1,0,1,0,,0,0,,,,0,,,[],"Almas Bobby 56 to Ahmed Husen, 1 run"
420,1266727,1,17,17.0,0,1,0,,0,0,,,,0,,,[],"Soieb Ghachi to Ahmed Husen, 1 run"
419,1266727,1,17,16.5,0,1,0,,0,0,,,,0,,,[],"Soieb Ghachi to Sohel Dadi, 1 run"
418,1266727,1,17,16.4,0,0,0,,0,0,,,,0,,,[],"Soieb Ghachi to Sohel Dadi, no run"
417,1266727,1,17,16.3,0,1,0,,0,0,,,,0,,,[],"Soieb Ghachi to Ahmed Husen, 1 run"
