ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary
660,7030385,1,19,18.4,0,0,0,,0,1,Sehjad c Purva Pandya b Dilip Marvadi (6r 12b 0x4s 0x6s SR: 50.00),,Caught out,6885593,,,[],"Dilip Marvadi to Sehjad, OUT Caught out, Caught at Point by Purva Pandya"
659,7030385,1,19,18.3,0,0,0,,0,0,,,,0,,,[],"Dilip Marvadi to Sehjad, no run"
658,7030385,1,19,18.2,0,1,0,,0,0,,,,0,,,[],"Dilip Marvadi to Sohil Shekh, 1 run"
657,7030385,1,19,18.1,0,2,0,,0,0,,,,0,,,[],"Dilip Marvadi to Sohil Shekh, 2 runs"
656,7030385,1,18,18.0,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, 1 run"
655,7030385,1,18,17.5,0,4,1,,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, FOUR,  to Deep backward point"
654,7030385,1,18,17.4,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sehjad, 1 run"
653,7030385,1,18,17.3,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, 1 run"
652,7030385,1,18,17.2,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sehjad, 1 run"
651,7030385,1,18,17.1,0,0,0,,0,0,,,,0,,,[],"PREM RATHOD to Sehjad, no run"
650,7030385,1,18,17.1,0,1,0,NB,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, (no ball), 1 run"
649,7030385,1,17,17.0,0,0,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sehjad, no run"
648,7030385,1,17,16.5,0,1,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sohil Shekh, 1 run"
647,7030385,1,17,16.4,0,1,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sehjad, 1 run"
646,7030385,1,17,16.3,0,0,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sehjad, no run"
645,7030385,1,17,16.2,0,0,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sehjad, no run"
644,7030385,1,17,16.1,0,2,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sehjad, 2 runs"
643,7030385,1,16,16.0,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, no run"
642,7030385,1,16,15.5,0,4,1,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, FOUR,  to Deep backward square leg"
641,7030385,1,16,15.4,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Sehjad, 1 run"
640,7030385,1,16,15.3,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Sehjad, no run"
639,7030385,1,16,15.2,0,0,0,,0,1,Mohsin Manji b OM PAREKH (0r 1b 0x4s 0x6s SR: 0.00),,Bowled,8080512,,,[],"OM PAREKH to Mohsin Manji, OUT Bowled"
638,7030385,1,16,15.1,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, 1 run"
637,7030385,1,15,15.0,0,0,0,,0,1,Samir Pathan b Mehul Gadhvi (4r 4b 0x4s 0x6s SR: 100.00),,Bowled,6885632,,,[],"Mehul Gadhvi to Samir Pathan, OUT Bowled"
636,7030385,1,15,14.5,0,2,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Samir Pathan, 2 runs"
635,7030385,1,15,14.4,0,1,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Sohil Shekh, 1 run"
634,7030385,1,15,14.3,0,1,0,,0,0,,,,0,,,[],"Mehul Gadhvi to Samir Pathan, 1 run"
633,7030385,1,15,14.2,0,0,0,B,1,0,,,,0,,,[],"Mehul Gadhvi to Sohil Shekh, bye, 1 run"
632,7030385,1,15,14.1,0,4,1,,0,0,,,,0,,,[],"Mehul Gadhvi to Sohil Shekh, FOUR,  to Long-off"
631,7030385,1,14,14.0,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, no run"
630,7030385,1,14,13.5,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, no run"
629,7030385,1,14,13.4,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, no run"
628,7030385,1,14,13.3,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Samir Pathan, 1 run"
627,7030385,1,14,13.2,0,0,0,,0,1,Safiq Pathan c Vankar Brijesh b OM PAREKH (30r 21b 2x4s 2x6s SR: 142.86),,Caught out,6885616,,,[],"OM PAREKH to Safiq Pathan, OUT Caught out, Caught at Straight long-off by Vankar Brijesh"
626,7030385,1,14,13.1,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, 1 run"
625,7030385,1,13,13.0,0,0,0,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, no run"
624,7030385,1,13,12.5,0,6,1,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, SIX,  to Deep mid wicket"
623,7030385,1,13,12.4,0,1,0,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, 1 run"
622,7030385,1,13,12.3,0,0,0,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, no run"
621,7030385,1,13,12.2,0,2,0,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, 2 runs"
620,7030385,1,13,12.1,0,4,1,,0,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, FOUR,  to Wide long-off"
619,7030385,1,13,12.1,0,0,1,WD,4,0,,,,0,,,[],"Satish Gadhvi to Safiq Pathan, wide, 4 runs"
618,7030385,1,12,12.0,0,0,0,,0,0,,,,0,,,[],"Vankar Brijesh to Sohil Shekh, no run"
617,7030385,1,12,11.5,0,1,0,,0,0,,,,0,,,[],"Vankar Brijesh to Safiq Pathan, 1 run"
616,7030385,1,12,11.4,0,0,0,,0,0,,,,0,,,[],"Vankar Brijesh to Safiq Pathan, no run"
615,7030385,1,12,11.3,0,0,0,,0,0,,,,0,,,[],"Vankar Brijesh to Safiq Pathan, no run"
614,7030385,1,12,11.2,0,0,0,LB,1,0,,,,0,,,[],"Vankar Brijesh to Sohil Shekh, leg bye, 1 run"
613,7030385,1,12,11.1,0,1,0,,0,0,,,,0,,,[],"Vankar Brijesh to Safiq Pathan, 1 run"
612,7030385,1,11,11.0,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, 1 run"
611,7030385,1,11,10.5,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, 1 run"
610,7030385,1,11,10.4,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, 1 run"
609,7030385,1,11,10.4,0,0,0,WD,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, wide"
608,7030385,1,11,10.3,0,4,1,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, FOUR,  to Deep mid wicket"
607,7030385,1,11,10.2,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, no run"
606,7030385,1,11,10.1,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Sohil Shekh, 1 run"
605,7030385,1,10,10.0,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, 1 run"
604,7030385,1,10,9.5,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Safiq Pathan, 1 run"
603,7030385,1,10,9.4,0,0,0,,0,0,,,,0,,,[],"PREM RATHOD to Safiq Pathan, no run"
602,7030385,1,10,9.3,0,6,1,,0,0,,,,0,,,[],"PREM RATHOD to Safiq Pathan, SIX,  to Deep extra cover"
601,7030385,1,10,9.2,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Sohil Shekh, 1 run"
600,7030385,1,10,9.1,0,1,0,,0,0,,,,0,,,[],"PREM RATHOD to Safiq Pathan, 1 run"
599,7030385,1,9,9.0,0,1,0,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, 1 run"
598,7030385,1,9,8.5,0,0,0,,0,0,,,,0,,,[],"OM PAREKH to Safiq Pathan, no run"
597,7030385,1,9,8.4,0,0,0,,0,1,Ansari Fayzan c Vankar Brijesh b OM PAREKH (11r 18b 0x4s 1x6s SR: 61.11),,Caught out,201892,,,[],"OM PAREKH to Ansari Fayzan, OUT Caught out, Caught at Straight long-off by Vankar Brijesh"
596,7030385,1,9,8.4,0,0,0,WD,0,0,,,,0,,,[],"OM PAREKH to Ansari Fayzan, wide"
595,7030385,1,9,8.3,0,0,0,B,2,0,,,,0,,,[],"OM PAREKH to Ansari Fayzan, bye, 2 runs"
594,7030385,1,9,8.3,0,0,1,WD,4,0,,,,0,,,[],"OM PAREKH to Ansari Fayzan, wide, 4 runs"
