ball_id,team_id,inning,current_over,ball,balls,run,is_boundry,extra_type_code,extra_run,is_out,out_how,dismiss_type_code,dismiss_type,dismiss_player_id,video_url,thumbnail_url,videos_url,commentary
553,9869128,1,17,17.0,0,0,0,,0,1,Juned Shaikh lbw b Irfan Chanda (4r 2b 1x4s 0x6s SR: 200.00),,LBW,6615836,,,[],"Irfan Chanda to Juned Shaikh, OUT LBW"
552,9869128,1,17,16.5,0,4,1,,0,0,,,,0,,,[],"Irfan Chanda to Juned Shaikh, FOUR,  to Deep point"
551,9869128,1,17,16.4,0,0,0,,0,1,malinga malinga b Irfan Chanda (4r 12b 0x4s 0x6s SR: 33.33),,Bowled,4479933,,,[],"Irfan Chanda to malinga malinga, OUT Bowled"
550,9869128,1,17,16.3,0,1,0,,0,0,,,,0,,,[],"Irfan Chanda to Chandu Bhuriya, 1 run"
549,9869128,1,17,16.2,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to Chandu Bhuriya, no run"
548,9869128,1,17,16.1,0,2,0,,0,0,,,,0,,,[],"Irfan Chanda to Chandu Bhuriya, 2 runs"
547,9869128,1,16,16.0,0,1,0,,0,0,,,,0,,,[],"Akash Solanki to Chandu Bhuriya, 1 run"
546,9869128,1,16,15.5,0,0,0,,0,0,,,,0,,,[],"Akash Solanki to Chandu Bhuriya, no run"
545,9869128,1,16,15.4,0,0,0,,0,0,,,,0,,,[],"Akash Solanki to Chandu Bhuriya, no run"
544,9869128,1,16,15.3,0,0,0,,0,0,,,,0,,,[],"Akash Solanki to Chandu Bhuriya, no run"
543,9869128,1,16,15.2,0,0,0,,0,1,Rajdipsinh Rathod c Karim Musa b Akash Solanki (12r 8b 2x4s 0x6s SR: 150.00),,Caught out,7426459,,,[],"Akash Solanki to Rajdipsinh Rathod, OUT Caught out, Caught at Deep cover point by Karim Musa"
542,9869128,1,16,15.1,0,0,0,,0,0,,,,0,,,[],"Akash Solanki to Rajdipsinh Rathod, no run"
541,9869128,1,15,15.0,0,1,0,,0,0,,,,0,,,[],"Irfan Chanda to Rajdipsinh Rathod, 1 run"
540,9869128,1,15,14.5,0,2,0,,0,0,,,,0,,,[],"Irfan Chanda to Rajdipsinh Rathod, 2 runs"
539,9869128,1,15,14.4,0,1,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, 1 run"
538,9869128,1,15,14.3,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
537,9869128,1,15,14.2,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
536,9869128,1,15,14.1,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
535,9869128,1,15,14.1,0,0,0,WD,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, wide"
534,9869128,1,14,14.0,0,4,1,,0,0,,,,0,,,[],"Shehzad Mamji to Rajdipsinh Rathod, FOUR,  to Deep backward point"
533,9869128,1,14,13.5,0,1,0,,0,0,,,,0,,,[],"Shehzad Mamji to malinga malinga, 1 run"
532,9869128,1,14,13.4,0,1,0,,0,0,,,,0,,,[],"Shehzad Mamji to Rajdipsinh Rathod, 1 run"
531,9869128,1,14,13.3,0,0,0,,0,0,,,,0,,,[],"Shehzad Mamji to Rajdipsinh Rathod, no run"
530,9869128,1,14,13.3,0,0,0,WD,0,0,,,,0,,,[],"Shehzad Mamji to Rajdipsinh Rathod, wide"
529,9869128,1,14,13.2,0,4,1,,0,0,,,,0,,,[],"Shehzad Mamji to Rajdipsinh Rathod, FOUR,  to Deep extra cover"
528,9869128,1,14,13.1,0,0,0,,0,1,GOHIL SATISH lbw b Shehzad Mamji (9r 11b 1x4s 0x6s SR: 81.82),,LBW,6237988,,,[],"Shehzad Mamji to GOHIL SATISH, OUT LBW"
527,9869128,1,13,13.0,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
526,9869128,1,13,12.5,0,1,0,,0,0,,,,0,,,[],"Irfan Chanda to GOHIL SATISH, 1 run"
525,9869128,1,13,12.5,0,0,0,WD,0,0,,,,0,,,[],"Irfan Chanda to GOHIL SATISH, wide"
524,9869128,1,13,12.4,0,1,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, 1 run"
523,9869128,1,13,12.3,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
522,9869128,1,13,12.2,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
521,9869128,1,13,12.1,0,0,0,,0,0,,,,0,,,[],"Irfan Chanda to malinga malinga, no run"
520,9869128,1,12,12.0,0,0,0,,0,0,,,,0,,,[],"Shehzad Mamji to GOHIL SATISH, no run"
